1940	0.023	0.023	0.023
1941	0.025	0.025	0.025
1942	0.026	0.026	0.026
1943	0.027	0.027	0.027
1944	0.028	0.028	0.028
1945	0.029	0.029	0.029
1946	0.029	0.029	0.029
1947	0.030	0.030	0.030
1948	0.033	0.033	0.033
1949	0.034	0.034	0.034
1950	0.037	0.037	0.037
1951	0.030	0.030	0.030
1952	0.026	0.026	0.026
1953	0.022	0.022	0.022
1954	0.018	0.018	0.018
1955	0.015	0.015	0.015
1956	0.014	0.014	0.014
1957	0.013	0.013	0.013
1958	0.011	0.011	0.011
1959	0.009	0.009	0.009
1960	0.005	0.005	0.005
1961	0.000	0.000	0.000
1962	-0.005	-0.005	-0.005
1963	-0.009	-0.009	-0.009
1964	-0.013	-0.013	-0.013
1965	-0.015	-0.015	-0.015
1966	-0.016	-0.016	-0.016
1967	-0.016	-0.016	-0.016
1968	-0.014	-0.014	-0.014
1969	-0.012	-0.012	-0.012
1970	-0.008	-0.008	-0.008
1971	0.009	0.009	0.009
1972	0.031	0.031	0.031
1973	0.053	0.053	0.053
1974	0.075	0.075	0.075
1975	0.097	0.097	0.097
1976	0.120	0.120	0.120
1977	0.141	0.141	0.141
1978	0.163	0.163	0.163
1979	0.187	0.187	0.187
1980	0.207	0.207	0.207
1981	0.220	0.220	0.220
1982	0.231	0.231	0.231
1983	0.240	0.240	0.240
1984	0.251	0.251	0.251
1985	0.263	0.263	0.263
1986	0.272	0.272	0.272
1987	0.281	0.281	0.281
1988	0.292	0.292	0.292
1989	0.302	0.302	0.302
1990	0.312	0.312	0.312
1991	0.322	0.322	0.322
1992	0.329	0.329	0.329
1993	0.334	0.334	0.334
1994	0.337	0.337	0.337
1995	0.341	0.341	0.341
1996	0.345	0.345	0.345
1997	0.348	0.348	0.348
1998	0.353	0.353	0.353
1999	0.360	0.360	0.360
2000	0.362	0.362	0.362
2001	0.370	0.370	0.370
2002	0.377	0.377	0.377
2003	0.386	0.386	0.386
2004	0.400	0.400	0.400
2005	0.408	0.408	0.408
2006	0.418	0.418	0.418
2007	0.428	0.428	0.428
2008	0.443	0.443	0.443
2009	0.451	0.451	0.451
2010	0.465	0.465	0.465
2011	0.478	0.478	0.478
2012	0.488	0.488	0.488
2013	0.497	0.497	0.497
2014	0.507	0.507	0.507
2015	0.516	0.516	0.516
2016	0.526	0.526	0.526
2017	0.536	0.536	0.536
2018	0.545	0.545	0.545
2019	0.555	0.555	0.555
2020	0.564	0.564	0.564
9999	2.637	2.38	0.257
